#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_10:12021764-12019467 -            766 21465at71240         -            659  2.3e-129  431.9   8.1   1   5   2.1e-15   4.6e-14   50.9   0.1   180   273    18   115    11   115 0.78 -
scaffold_10:12021764-12019467 -            766 21465at71240         -            659  2.3e-129  431.9   8.1   2   5   2.3e-27   5.2e-26   90.4   0.0   187   320    99   232    96   235 0.97 -
scaffold_10:12021764-12019467 -            766 21465at71240         -            659  2.3e-129  431.9   8.1   3   5   4.9e-32   1.1e-30  105.9   0.1   178   358   226   410   225   414 0.96 -
scaffold_10:12021764-12019467 -            766 21465at71240         -            659  2.3e-129  431.9   8.1   4   5   1.1e-30   2.5e-29  101.4   0.1   187   358   414   585   410   589 0.98 -
scaffold_10:12021764-12019467 -            766 21465at71240         -            659  2.3e-129  431.9   8.1   5   5   4.3e-31   9.5e-30  102.8   0.0   188   358   590   760   587   764 0.98 -
scaffold_7:4200961-4199147    -            605 21465at71240         -            659  2.4e-128  428.6  25.1   1   5   4.7e-25     1e-23   82.8   1.6   211   361    12   162     4   163 0.95 -
scaffold_7:4200961-4199147    -            605 21465at71240         -            659  2.4e-128  428.6  25.1   2   5   2.7e-25     6e-24   83.6   0.2   188   308    94   214    92   216 0.98 -
scaffold_7:4200961-4199147    -            605 21465at71240         -            659  2.4e-128  428.6  25.1   3   5   8.7e-33   1.9e-31  108.4   0.4   188   360   164   336   164   338 0.98 -
scaffold_7:4200961-4199147    -            605 21465at71240         -            659  2.4e-128  428.6  25.1   4   5   2.1e-27   4.6e-26   90.6   0.1   499   643   272   417   267   417 0.96 -
scaffold_7:4200961-4199147    -            605 21465at71240         -            659  2.4e-128  428.6  25.1   5   5   1.8e-33   4.1e-32  110.6   0.9   187   376   408   597   404   604 0.97 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   1   6   2.2e-25   4.9e-24   83.9   0.0   501   643    23   166    16   166 0.87 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   2   6   1.3e-37   2.8e-36  124.3   0.1   187   360   157   330   154   331 0.99 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   3   6   4.9e-38   1.1e-36  125.7   0.0   187   368   262   443   259   444 0.98 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   4   6   1.2e-15   2.7e-14   51.7   0.0   566   643   439   516   438   516 0.98 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   5   6   7.3e-18   1.6e-16   59.0   0.0   568   642   511   585   510   588 0.97 -
scaffold_10:719395-721338     -            648 21465at71240         -            659  4.3e-128  427.7   4.3   6   6     7e-06   0.00016   19.4   0.1   500   558   582   641   582   646 0.85 -
scaffold_10:697479-699413     -            645 21465at71240         -            659  7.3e-128  427.0  17.6   1   5   5.6e-26   1.3e-24   85.8   0.4   479   632    38   192    21   195 0.93 -
scaffold_10:697479-699413     -            645 21465at71240         -            659  7.3e-128  427.0  17.6   2   5   2.8e-22   6.3e-21   73.6   0.2   534   639   164   269   163   269 0.99 -
scaffold_10:697479-699413     -            645 21465at71240         -            659  7.3e-128  427.0  17.6   3   5   8.3e-29   1.9e-27   95.2   0.1   213   360   255   402   247   403 0.96 -
scaffold_10:697479-699413     -            645 21465at71240         -            659  7.3e-128  427.0  17.6   4   5   9.7e-30   2.2e-28   98.3   0.1   187   314   369   496   355   503 0.93 -
scaffold_10:697479-699413     -            645 21465at71240         -            659  7.3e-128  427.0  17.6   5   5   3.2e-35   7.1e-34  116.4   0.3   188   357   475   644   474   645 0.98 -
scaffold_7:4207639-4205489    -            717 21465at71240         -            659  1.2e-125  419.7  18.9   1   5   1.4e-31   3.2e-30  104.3   0.7   466   642    52   229    48   230 0.96 -
scaffold_7:4207639-4205489    -            717 21465at71240         -            659  1.2e-125  419.7  18.9   2   5   1.5e-27   3.3e-26   91.1   0.1   223   361   222   360   222   361 0.97 -
scaffold_7:4207639-4205489    -            717 21465at71240         -            659  1.2e-125  419.7  18.9   3   5     3e-23   6.6e-22   76.8   0.2   515   643   311   440   310   440 0.96 -
scaffold_7:4207639-4205489    -            717 21465at71240         -            659  1.2e-125  419.7  18.9   4   5   2.7e-26   5.9e-25   86.9   0.1   500   639   436   576   434   576 0.98 -
scaffold_7:4207639-4205489    -            717 21465at71240         -            659  1.2e-125  419.7  18.9   5   5   1.5e-31   3.4e-30  104.2   0.5   188   360   537   709   536   717 0.98 -
scaffold_8:26786866-26788728  -            621 21465at71240         -            659  1.9e-125  419.0  16.4   1   5   6.4e-22   1.4e-20   72.4   0.0   188   321    18   151     3   156 0.91 -
scaffold_8:26786866-26788728  -            621 21465at71240         -            659  1.9e-125  419.0  16.4   2   5   1.7e-29   3.8e-28   97.5   0.4   179   357   145   327   144   328 0.96 -
scaffold_8:26786866-26788728  -            621 21465at71240         -            659  1.9e-125  419.0  16.4   3   5   1.6e-27   3.5e-26   91.0   0.2   492   643   224   376   222   376 0.98 -
scaffold_8:26786866-26788728  -            621 21465at71240         -            659  1.9e-125  419.0  16.4   4   5   1.3e-30   2.9e-29  101.2   0.1   493   639   330   477   330   477 0.97 -
scaffold_8:26786866-26788728  -            621 21465at71240         -            659  1.9e-125  419.0  16.4   5   5   1.3e-29   2.8e-28   97.9   0.3   188   335   473   620   472   621 0.97 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   1   6   3.4e-23   7.5e-22   76.7   0.3   501   639    28   167    19   167 0.94 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   2   6   3.4e-24   7.5e-23   80.0   0.2   519   638   151   271   149   272 0.93 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   3   6     8e-22   1.8e-20   72.1   0.1   528   639   266   377   262   377 0.96 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   4   6   9.8e-21   2.2e-19   68.5   0.1   187   307   372   490   368   490 0.98 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   5   6   1.2e-27   2.6e-26   91.4   0.0   187   323   475   611   472   615 0.97 -
scaffold_4:21533901-21531736  -            722 21465at71240         -            659  3.7e-125  418.0  14.1   6   6   4.8e-20   1.1e-18   66.2   0.0   518   635   603   721   602   722 0.94 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   1   6   4.3e-30   9.5e-29   99.5   0.1   194   367    26   202     8   202 0.89 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   2   6   9.9e-35   2.2e-33  114.8   0.3   187   366   197   376   195   377 0.97 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   3   6     4e-25   8.9e-24   83.0   0.2   510   639   317   447   317   448 0.94 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   4   6     3e-15   6.7e-14   50.4   0.0   568   639   446   517   446   518 0.98 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   5   6   5.7e-16   1.3e-14   52.8   0.0   567   628   515   576   514   579 0.97 -
scaffold_5:14894605-14896593  -            663 21465at71240         -            659  7.5e-125  417.0   8.6   6   6   8.1e-16   1.8e-14   52.3   0.0   187   270   579   662   577   663 0.83 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   1   6   5.5e-22   1.2e-20   72.7   0.1   532   641     3   110     1   122 0.90 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   2   6   1.3e-18   2.9e-17   61.5   0.3   204   317   120   234   103   236 0.84 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   3   6   2.3e-31   5.1e-30  103.7   0.6   526   643   206   323   199   325 0.96 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   4   6     1e-19   2.2e-18   65.2   0.1   188   289   315   417   315   420 0.88 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   5   6   1.7e-24   3.8e-23   81.0   0.1   526   639   417   530   415   530 0.98 -
scaffold_7:3593331-3589277    -            630 21465at71240         -            659  6.9e-119  397.3  18.4   6   6   6.4e-18   1.4e-16   59.2   0.0   188   288   526   626   525   630 0.97 -
scaffold_6:24074871-24072793  -            693 21465at71240         -            659  7.8e-119  397.1  20.1   1   5   1.1e-17   2.4e-16   58.5   0.0   531   636     2   107     1   109 0.97 -
scaffold_6:24074871-24072793  -            693 21465at71240         -            659  7.8e-119  397.1  20.1   2   5     2e-34   4.3e-33  113.8   0.8   188   360   106   278   105   279 0.98 -
scaffold_6:24074871-24072793  -            693 21465at71240         -            659  7.8e-119  397.1  20.1   3   5     1e-24   2.2e-23   81.7   0.1   187   319   245   377   242   383 0.97 -
scaffold_6:24074871-24072793  -            693 21465at71240         -            659  7.8e-119  397.1  20.1   4   5   3.6e-16   7.9e-15   53.5   0.1   559   639   379   459   374   459 0.90 -
scaffold_6:24074871-24072793  -            693 21465at71240         -            659  7.8e-119  397.1  20.1   5   5   6.9e-39   1.5e-37  128.5   2.3   187   389   454   661   450   677 0.93 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   1   6   5.1e-15   1.1e-13   49.6   0.0   236   366   126   256    85   257 0.88 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   2   6   5.6e-36   1.2e-34  118.9   0.9   163   372   258   471   256   471 0.95 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   3   6     3e-13   6.6e-12   43.8   0.1   566   636   463   533   462   546 0.85 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   4   6   1.2e-25   2.7e-24   84.8   0.1   187   325   531   669   530   671 0.98 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   5   6     8e-15   1.8e-13   49.0   0.0   566   643   673   750   668   750 0.96 -
scaffold_5:457386-460043      -            886 21465at71240         -            659  1.3e-118  396.4  13.7   6   6   2.2e-22   4.8e-21   74.0   0.1   182   322   735   876   732   883 0.91 -
scaffold_7:4211412-4209280    -            711 21465at71240         -            659  1.6e-118  396.1  24.2   1   5   5.9e-15   1.3e-13   49.4   0.6   187   288    17   118     4   125 0.93 -
scaffold_7:4211412-4209280    -            711 21465at71240         -            659  1.6e-118  396.1  24.2   2   5   8.2e-25   1.8e-23   82.0   0.1   188   289   123   224   121   227 0.97 -
scaffold_7:4211412-4209280    -            711 21465at71240         -            659  1.6e-118  396.1  24.2   3   5   8.5e-22   1.9e-20   72.0   0.7   187   286   227   326   222   331 0.96 -
scaffold_7:4211412-4209280    -            711 21465at71240         -            659  1.6e-118  396.1  24.2   4   5   5.2e-28   1.2e-26   92.6   0.4   188   367   333   512   328   512 0.99 -
scaffold_7:4211412-4209280    -            711 21465at71240         -            659  1.6e-118  396.1  24.2   5   5   6.9e-36   1.5e-34  118.6   0.6   188   374   508   694   506   711 0.97 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   1   7   2.5e-06   5.5e-05   20.9   0.0   600   643     1    44     1    44 0.92 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   2   7   1.3e-26   2.8e-25   88.0   0.1   191   357    39   205    38   210 0.98 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   3   7   1.4e-13   3.1e-12   44.9   0.1   533   637   144   248   142   252 0.97 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   4   7   2.7e-20     6e-19   67.1   0.3   179   312   198   335   194   347 0.90 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   5   7   9.2e-29     2e-27   95.1   0.0   193   360   251   418   249   419 0.96 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   6   7   1.6e-21   3.6e-20   71.1   0.0   188   310   351   473   350   481 0.96 -
scaffold_6:30916611-30914599  -            671 21465at71240         -            659  2.6e-118  395.4  15.4   7   7   8.2e-19   1.8e-17   62.2   0.1   186   342   513   669   494   671 0.95 -
scaffold_7:2412997-2411477    -            507 21465at71240         -            659  3.5e-118  395.0  26.8   1   5   1.2e-21   2.7e-20   71.5   1.5   187   318    19   150     5   154 0.78 -
scaffold_7:2412997-2411477    -            507 21465at71240         -            659  3.5e-118  395.0  26.8   2   5   5.7e-28   1.3e-26   92.4   0.4   188   317   125   254   124   258 0.98 -
scaffold_7:2412997-2411477    -            507 21465at71240         -            659  3.5e-118  395.0  26.8   3   5   3.4e-36   7.6e-35  119.6   1.0   187   367   229   409   228   409 0.98 -
scaffold_7:2412997-2411477    -            507 21465at71240         -            659  3.5e-118  395.0  26.8   4   5   1.4e-23     3e-22   78.0   0.2   527   643   332   448   331   448 0.97 -
scaffold_7:2412997-2411477    -            507 21465at71240         -            659  3.5e-118  395.0  26.8   5   5   1.5e-24   3.4e-23   81.1   0.4   494   628   368   503   358   507 0.69 -
scaffold_8:22296385-22294061  -            775 21465at71240         -            659    6e-118  394.2   7.4   1   5   2.6e-13   5.7e-12   44.0   0.0   177   305    93   227    88   227 0.83 -
scaffold_8:22296385-22294061  -            775 21465at71240         -            659    6e-118  394.2   7.4   2   5   2.5e-26   5.5e-25   87.0   0.0   215   361   207   353   201   354 0.97 -
scaffold_8:22296385-22294061  -            775 21465at71240         -            659    6e-118  394.2   7.4   3   5   5.6e-24   1.2e-22   79.3   0.1   192   317   289   414   288   423 0.90 -
scaffold_8:22296385-22294061  -            775 21465at71240         -            659    6e-118  394.2   7.4   4   5   1.5e-32   3.4e-31  107.6   0.2   188   310   425   547   417   548 0.98 -
scaffold_8:22296385-22294061  -            775 21465at71240         -            659    6e-118  394.2   7.4   5   5   2.2e-33   4.9e-32  110.3   0.0   191   360   533   703   531   708 0.97 -
