#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   1   2         0         0 1283.5  21.7     1   904     2   965     2   971 0.93 -
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   2   2   7.6e-05    0.0017   15.7   0.0   886   913  1017  1044   989  1044 0.77 -
scaffold_10:12021764-12019467 -            766 8828at71240          -            913  5.1e-169  563.4  19.2   6   7   1.2e-33   2.7e-32  111.0   0.1   232   365   521   654   517   661 0.97 -
scaffold_10:12021764-12019467 -            766 8828at71240          -            913  5.1e-169  563.4  19.2   7   7     4e-23   8.7e-22   76.2   0.0   234   336   663   765   661   766 0.98 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   1   7   3.9e-21   8.5e-20   69.6   0.1   243   357    30   144    25   144 0.96 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   2   7   3.2e-30   7.1e-29   99.7   0.7   247   357   139   249   139   249 0.97 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   3   7   6.6e-34   1.5e-32  111.9   0.7   233   362   195   324   192   324 0.98 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   4   7   3.1e-29   6.8e-28   96.4   0.3   234   360   301   427   299   428 0.98 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   5   7   9.2e-25     2e-23   81.6   0.3   247   361   349   463   349   472 0.96 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   6   7   5.5e-29   1.2e-27   95.6   0.1   232   355   404   527   403   529 0.97 -
scaffold_7:4766774-4768537    -            588 8828at71240          -            913  1.3e-166  555.4  31.3   7   7   1.6e-20   3.5e-19   67.6   0.1   232   345   474   587   470   588 0.98 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   1   6   5.2e-17   1.2e-15   55.9   0.3   248   356     2   110     1   111 0.97 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   2   6   8.7e-35   1.9e-33  114.8   0.5   238   355    97   214    96   216 0.98 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   3   6   1.1e-65   2.5e-64  217.0   4.9   245   498   139   398   139   400 0.96 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   4   6   1.6e-28   3.5e-27   94.1   0.7   245   362   314   431   314   434 0.96 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   5   6   7.5e-25   1.7e-23   81.9   0.2   255   357   359   461   359   463 0.96 -
scaffold_7:2412997-2411477    -            507 8828at71240          -            913  6.9e-166  553.1  34.4   6   6   1.7e-14   3.7e-13   47.6   0.1   253   330   427   504   426   507 0.65 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   1   7   7.4e-13   1.6e-11   42.2   0.1   271   357    28   114     3   116 0.91 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   2   7   5.2e-34   1.1e-32  112.2   0.0   233   355    95   217    95   219 0.98 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   3   7   1.1e-32   2.3e-31  107.9   0.2   239   355   206   322   206   324 0.98 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   4   7   1.3e-34     3e-33  114.2   0.1   239   365   311   437   311   444 0.97 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   5   7   9.8e-10   2.2e-08   31.9   0.0   416   460   423   467   423   468 0.97 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   6   7   4.9e-37   1.1e-35  122.2   0.1   234   364   446   576   443   578 0.97 -
scaffold_5:14894605-14896593  -            663 8828at71240          -            913  1.5e-165  551.9  16.8   7   7   3.1e-23   6.8e-22   76.5   0.1   247   349   564   663   564   663 0.97 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   1   6   2.1e-23   4.6e-22   77.1   0.3   243   355    13   125     6   127 0.94 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   2   6   4.6e-32     1e-30  105.8   0.2   232   364   107   239   105   246 0.95 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   3   6     2e-33   4.4e-32  110.3   0.3   231   356   246   371   241   372 0.97 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   4   6   1.5e-32   3.3e-31  107.4   0.3   232   359   352   479   351   481 0.97 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   5   6   2.1e-28   4.5e-27   93.7   0.6   245   355   470   580   470   582 0.97 -
scaffold_3:26431454-26433550  -            699 8828at71240          -            913    5e-163  543.6  28.5   6   6   6.6e-33   1.5e-31  108.6   0.4   239   368   569   698   569   699 0.98 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   1   7   2.7e-06     6e-05   20.5   0.4   417   464    15    62     3    67 0.87 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   2   7   1.4e-30     3e-29  100.9   0.5   258   364    61   167    60   169 0.97 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   3   7   2.9e-24   6.4e-23   80.0   0.5   245   357   153   264   153   264 0.96 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   4   7   4.9e-37   1.1e-35  122.2   1.6   231   364   208   340   200   345 0.92 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   5   7   4.9e-39   1.1e-37  128.8   0.3   224   357   339   473   334   473 0.95 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   6   7   3.6e-12   7.9e-11   39.9   0.0   245   296   466   517   466   523 0.94 -
scaffold_7:1874150-1872186    -            655 8828at71240          -            913  6.1e-163  543.3  33.0   7   7   3.3e-36   7.4e-35  119.5   0.2   232   363   523   654   520   655 0.98 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   1   7   2.1e-25   4.5e-24   83.8   1.3   251   356    21   126     6   127 0.94 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   2   7   1.1e-31   2.5e-30  104.5   0.4   247   364   122   239   121   245 0.96 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   3   7   5.5e-31   1.2e-29  102.2   0.1   247   357   157   267   157   268 0.99 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   4   7   6.7e-42   1.5e-40  138.3   0.7   223   357   237   372   235   373 0.96 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   5   7   3.7e-10   8.1e-09   33.3   0.0   317   357   367   407   367   407 0.96 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   6   7   1.4e-19   3.1e-18   64.5   0.2   247   341   402   496   400   512 0.92 -
scaffold_601:8870-17790       -            635 8828at71240          -            913  1.4e-162  542.1  31.5   7   7     6e-25   1.3e-23   82.2   0.7   242   350   527   635   504   635 0.95 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   1   7   4.3e-24   9.4e-23   79.4   0.3   248   364    19   135    10   140 0.93 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   2   7   2.3e-30   5.1e-29  100.1   0.2   232   365    73   206    71   210 0.97 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   3   7     6e-22   1.3e-20   72.3   0.8   232   352   143   263   128   265 0.93 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   4   7   3.8e-23   8.3e-22   76.3   0.9   234   357   180   303   178   305 0.98 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   5   7   1.1e-30   2.4e-29  101.2   0.9   231   365   247   381   246   386 0.97 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   6   7   1.5e-29   3.2e-28   97.5   0.5   239   364   290   415   290   416 0.98 -
scaffold_10:688327-690270     -            648 8828at71240          -            913  5.3e-162  540.2  41.2   7   7   6.8e-27   1.5e-25   88.6   1.2   231   352   527   648   518   648 0.97 -
scaffold_7:4211412-4209280    -            711 8828at71240          -            913    4e-161  537.3  26.5   1   5   1.9e-18   4.2e-17   60.7   0.3   249   362     1   114     1   117 0.97 -
scaffold_7:4211412-4209280    -            711 8828at71240          -            913    4e-161  537.3  26.5   2   5   1.1e-67   2.5e-66  223.6   5.7   232   491   124   389   122   390 0.96 -
scaffold_7:4211412-4209280    -            711 8828at71240          -            913    4e-161  537.3  26.5   3   5   5.1e-31   1.1e-29  102.3   0.5   236   360   373   497   367   501 0.96 -
scaffold_7:4211412-4209280    -            711 8828at71240          -            913    4e-161  537.3  26.5   4   5   3.7e-38   8.1e-37  125.9   0.4   214   365   490   642   489   647 0.95 -
scaffold_7:4211412-4209280    -            711 8828at71240          -            913    4e-161  537.3  26.5   5   5   2.3e-17     5e-16   57.1   0.1   248   329   630   711   629   711 0.64 -
scaffold_7:2326984-2325068    -            639 8828at71240          -            913  5.6e-159  530.2  30.4   1   5   6.9e-20   1.5e-18   65.5   0.2   248   357     2   111     1   113 0.98 -
scaffold_7:2326984-2325068    -            639 8828at71240          -            913  5.6e-159  530.2  30.4   2   5   1.1e-20   2.5e-19   68.1   0.2   247   340   106   199   105   199 0.94 -
scaffold_7:2326984-2325068    -            639 8828at71240          -            913  5.6e-159  530.2  30.4   3   5   6.8e-40   1.5e-38  131.7   0.5   229   364   193   328   186   334 0.95 -
scaffold_7:2326984-2325068    -            639 8828at71240          -            913  5.6e-159  530.2  30.4   4   5     3e-62   6.5e-61  205.7   4.9   222   459   325   568   320   568 0.94 -
scaffold_7:2326984-2325068    -            639 8828at71240          -            913  5.6e-159  530.2  30.4   5   5   6.7e-33   1.5e-31  108.5   1.0   229   359   508   638   501   639 0.97 -
scaffold_7:4079948-4078338    -            537 8828at71240          -            913  4.2e-158  527.3  26.1   1   5   1.1e-32   2.5e-31  107.8   2.2   236   357     8   129     2   132 0.95 -
scaffold_7:4079948-4078338    -            537 8828at71240          -            913  4.2e-158  527.3  26.1   2   5   5.3e-30   1.2e-28   98.9   0.5   245   357    52   164    52   164 0.98 -
scaffold_7:4079948-4078338    -            537 8828at71240          -            913  4.2e-158  527.3  26.1   3   5   5.4e-33   1.2e-31  108.9   0.3   238   357   115   234   115   246 0.96 -
scaffold_7:4079948-4078338    -            537 8828at71240          -            913  4.2e-158  527.3  26.1   4   5     3e-37   6.7e-36  122.9   0.1   218   358   234   375   228   386 0.91 -
scaffold_7:4079948-4078338    -            537 8828at71240          -            913  4.2e-158  527.3  26.1   5   5   4.1e-41   9.1e-40  135.7   0.9   232   365   389   522   376   525 0.96 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   1   6   1.2e-14   2.7e-13   48.1   0.1   270   364     5    99     1   104 0.93 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   2   6   2.5e-25   5.4e-24   83.5   0.1   251   357    91   197    87   199 0.96 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   3   6     3e-38   6.6e-37  126.2   0.6   233   373   178   323   177   323 0.95 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   4   6     2e-34   4.3e-33  113.6   0.4   226   354   311   439   307   442 0.96 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   5   6   5.6e-27   1.2e-25   88.9   0.1   248   364   438   554   437   555 0.96 -
scaffold_3:39574082-39572070  -            671 8828at71240          -            913  5.8e-158  526.8  24.1   6   6   8.5e-37   1.9e-35  121.4   0.4   232   370   527   665   523   671 0.97 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   1   7   1.5e-10   3.4e-09   34.5   0.2   271   364     5    98     1   103 0.94 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   2   7     9e-31     2e-29  101.5   1.0   223   353    96   227    95   230 0.95 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   3   7   3.8e-30   8.4e-29   99.4   1.0   236   352   145   261   144   266 0.98 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   4   7   2.1e-39   4.6e-38  130.1   2.2   245   412   224   396   224   397 0.95 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   5   7     4e-34   8.8e-33  112.6   3.8   224   357   377   511   376   513 0.96 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   6   7   2.8e-28   6.1e-27   93.3   0.2   245   359   504   618   504   619 0.97 -
scaffold_6:20769184-20771283  -            700 8828at71240          -            913  3.1e-157  524.4  43.3   7   7   2.3e-08   5.1e-07   27.3   0.1   245   331   609   695   609   700 0.95 -
scaffold_7:3593331-3589277    -            630 8828at71240          -            913  1.9e-156  521.8  29.9   1   6   6.6e-19   1.5e-17   62.2   0.4   305   381     5    86     2    86 0.67 -
scaffold_7:3593331-3589277    -            630 8828at71240          -            913  1.9e-156  521.8  29.9   2   6   8.8e-22     2e-20   71.7   0.1   231   358    71   196    62   202 0.95 -
scaffold_7:3593331-3589277    -            630 8828at71240          -            913  1.9e-156  521.8  29.9   3   6     3e-30   6.5e-29   99.8   0.8   232   340   211   319   196   319 0.98 -
scaffold_7:3593331-3589277    -            630 8828at71240          -            913  1.9e-156  521.8  29.9   4   6     2e-31   4.5e-30  103.6   0.4   245   356   259   371   259   374 0.94 -
